0,5
0.0940444,4.701676
0.194387,5.016691
0.3037273,5.466399
0.4241223,6.020693
0.5572036,6.653487
0.7041106,7.344517
0.8656974,8.078854
1.042627,8.845717
1.235365,9.637347
1.444341,10.44812
1.669824,11.27389
1.877048,10.5524
2.100083,11.22228
2.298599,10.46575
2.519239,11.14241
2.670351,7.573467
2.807172,6.861371
2.927942,6.034298
3.053677,5.795835
3.170421,5.834867
3.289576,5.95832
3.408901,5.966252
3.529362,6.023608
3.650961,6.080245
3.77377,6.140965
3.89784,6.202518
4.023098,6.264276
4.149605,6.325188
4.277344,6.385731
4.406254,6.447317
4.536368,6.508701
4.667771,6.569887
4.800415,6.631079
4.934248,6.692354
5.069329,6.753596
5.205609,6.81488
5.34313,6.87606
5.481844,6.937291
5.621809,6.999082
5.763051,7.061974
5.90555,7.124021
6.049304,7.186882
6.194312,7.251048
6.340588,7.313562
6.488097,7.375686
6.636873,7.438615
6.786871,7.500844
6.937864,7.549026
7.090102,7.612102
7.243566,7.672502
7.39825,7.732354
7.554096,7.793284
7.711164,7.854132
7.869436,7.915334
8.028956,7.97635
8.189671,8.037366
8.351622,8.098423
8.514819,8.159526
8.679216,8.220754
8.844855,8.281897
9.011687,8.342975
9.179768,8.404074
9.349034,8.46517
9.519549,8.526313
9.691301,8.587443
9.864259,8.648747
10.03847,8.709885
10.21392,8.771003
10.39055,8.83215
10.56844,8.893268
10.74752,8.954514
10.92784,9.015649
11.10942,9.076807
11.29218,9.137939
11.47619,9.199142
11.66139,9.260301
11.84785,9.321641
12.03554,9.382723
12.22443,9.443853
12.41456,9.505014
12.60588,9.566213
12.79846,9.627425
12.99221,9.688515
13.18724,9.750085
13.38344,9.810772
13.58091,9.872495
13.77959,9.933458
13.97945,9.99469
14.1806,10.05592
14.38293,10.11725
14.58655,10.17855
14.79129,10.23981
14.99728,10.30119
15.20451,10.36278
15.41297,10.42397
15.62266,10.4853
15.8336,10.54673
16.04576,10.60816
16.25911,10.66966
16.4737,10.73117
16.68957,10.79264
16.90668,10.85422
17.12497,10.91584
17.3445,10.97748
17.56532,11.03922
17.78732,11.10095
18.01057,11.16276
18.23505,11.22461
18.46077,11.2865
18.68773,11.3485
18.91598,11.41051
19.14542,11.47259
19.37609,11.53475
19.60801,11.59711
19.84117,11.65953
20.07558,11.72006
20.31123,11.78124
20.54808,11.84207
20.78615,11.90218
21.0254,11.96203
21.2658,12.02204
21.50747,12.08222
21.75034,12.14253
21.99442,12.20296
22.23967,12.26356
22.48615,12.3236
22.73381,12.38455
24.24555,12.74956
24.50174,12.8105
24.75915,12.87148
25.01776,12.93226
25.27764,12.99357
25.53878,13.05466
25.80108,13.11576
26.06464,13.1772
26.32936,13.23801
26.59536,13.29924
26.86257,13.3603
27.13099,13.42179
27.40067,13.48307
27.67151,13.54383
27.94363,13.6052
28.21695,13.66674
28.49154,13.72817
28.76734,13.78951
29.04436,13.85082
29.3226,13.91219
29.60205,13.97353
29.88276,14.03492
30.16471,14.09639
30.44786,14.15786
30.73225,14.21937
31.01785,14.28082
31.30468,14.34239
31.59272,14.40393
31.88205,14.46555
32.1726,14.52722
32.46439,14.58892
32.75741,14.65065
33.05166,14.71241
33.34718,14.77428
33.64392,14.83622
33.94188,14.8981
34.24108,14.96014
34.54151,15.02236
34.84322,15.08358
35.14609,15.14457
35.45019,15.20571
35.75552,15.26635
36.06203,15.32666
36.36974,15.38694
36.67869,15.4473
36.98885,15.50797
37.30022,15.56819
37.61279,15.6292
37.92662,15.68993
38.24166,15.75055
38.55787,15.81138
38.87531,15.87233
39.19399,15.93307
39.51385,15.99413
39.83498,16.05513
40.15731,16.11586
40.4809,16.17767
40.80564,16.23857
41.13159,16.29849
41.45878,16.36003
41.78724,16.42321
42.11691,16.48364
42.44781,16.54313
42.77997,16.60679
43.11331,16.66616
43.44784,16.72828
43.78363,16.79084
44.12066,16.85028
44.45888,16.91233
44.79835,16.97469
45.13902,17.0346
45.48096,17.09677
45.82409,17.15829
46.16851,17.21942
46.51415,17.28113
46.86102,17.34315
47.20909,17.40324
47.55838,17.46411
47.90889,17.52528
48.26064,17.58638
48.61364,17.64803
48.96785,17.70998
49.32331,17.7714
49.67994,17.83263
50.0378,17.89352
50.39693,17.95524
50.75723,18.01652
51.1188,18.0779
51.48159,18.13946
51.8456,18.20092
